,zcta,total population,male,female,median age in years,hispanic or latino of any race,white alone,black or african american alone,asian alone,per-capita income,public transportation (excluding taxicab),average household size,positive,total tests,some_other_race,Education Index
23,10009,57925,0.4578161415623651,0.5421838584376348,37.1,0.24768234786361676,0.5123349158394476,0.08521363832542081,0.12823478636167457,51655,0.32063875701337935,1.93,0.006715580492015537,0.015174794993526112,0.02653431160984031,0.5774899986252342
24,11215,70156,0.47888990250299335,0.5211100974970067,36.0,0.16289412167170306,0.6693796681680826,0.03757340783397001,0.07883858828895604,70556,0.39271053081703633,2.43,0.005117167455385142,0.011559952106733565,0.05131421403728833,0.7398376079896567
25,10309,33531,0.5022814708776953,0.49771852912230474,40.5,0.09266052309802869,0.8504070859801378,0.005755867704512242,0.0359667173660195,41982,0.11246309385344905,2.91,0.017148310518624556,0.03871044704899943,0.01520980585130178,0.3097890899413266
26,10013,28709,0.48866209202689054,0.5113379079731095,38.0,0.06019018426277474,0.5239471942596399,0.03636490299209307,0.33247413703019957,111109,0.24225852520115643,2.23,0.0056428297746351315,0.012713783134208784,0.047023581455292764,0.554135108761948
27,10019,43703,0.5128480882319292,0.4871519117680708,39.5,0.16767727615953137,0.5671464201542228,0.05333729949889024,0.1728485458664165,97327,0.2943733839782166,1.7,0.0077569045603276664,0.017458755691828937,0.038990458320939066,0.8323698863464576
28,10471,21896,0.47396784800876873,0.5260321519912313,44.9,0.2284892217756668,0.5854493971501644,0.10394592619656558,0.05763609791742784,49313,0.19309462915601022,2.18,0.014157837047862623,0.031603945926196565,0.024479356960175374,0.5375246023026464
29,10306,53142,0.46866884949757254,0.5313311505024274,43.9,0.14705882352941177,0.7462270896842422,0.03106770539309774,0.058334274208723794,36961,0.1284106732904294,2.63,0.017255654661096683,0.03850062097775771,0.017312107184524483,0.3097567574536707
30,10044,11682,0.47063858928265706,0.5293614107173429,42.2,0.13293956514295496,0.3807567197397706,0.11093990755007704,0.33881184728642355,52767,0.3772470467385722,2.13,0.007875363807567197,0.017205957883923987,0.03655196028077384,0.7354807072659987
31,10014,30738,0.5046847550263518,0.49531524497364826,38.3,0.06659509402043073,0.8389290129481424,0.01011776953607912,0.05611946125317197,123235,0.3512264948923157,1.66,0.0069295334764786255,0.01506278873056152,0.02823866224217581,0.9691262796323241
32,10036,27428,0.5440425842205046,0.4559574157794954,36.7,0.2154003208400175,0.5140732098585388,0.06292839434154879,0.1902435467405571,80259,0.32845996791599824,1.66,0.008567886830975646,0.01855767828496427,0.017354528219337903,0.7685404325089544
33,10075,21556,0.46836147708294673,0.5316385229170533,45.0,0.1424197439228057,0.7590462052328818,0.03140656893672295,0.04857116348116534,120658,0.3131378734459083,1.9,0.012293560957506031,0.02648914455372054,0.018556318426424197,0.8004353847842818
34,10305,42298,0.47626365312780744,0.5237363468721925,39.5,0.16360111589200435,0.6234337320913519,0.062130597191356565,0.12778381956593693,31731,0.15386070263369425,2.82,0.01711664854130219,0.03662111683767554,0.023050735259350325,0.30502925108240825
